x	y
509.1	820.9
510.1	770.7
509.1	770.8
509.1	771.1
508.3	770.9
508.1	771.1
508.1	771.3
508.1	771.5
508.1	771.5
508.1	771.3
508.1	771.3
508.1	771.0
508.0	770.9
508.0	770.9
508.1	770.9
508.1	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
507.9	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.1	770.9
508.0	770.9
508.1	771.1
508.1	771.9
508.5	702.1
511.9	719.7
509.9	719.8
509.1	719.9
509.1	719.9
509.1	719.9
509.1	719.9
509.1	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.0	719.9
509.1	720.7
510.1	668.8
510.1	668.8
510.1	668.9
510.0	668.9
510.1	668.9
510.0	668.9
509.6	668.9
509.2	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.9
509.1	668.8
509.2	668.9
509.1	668.9
509.1	668.7
509.1	668.1
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
509.1	667.9
509.0	667.9
509.1	667.9
